Date,MaxT,MinT,WindSpeed,Humidity ,Precipitation
2006-01-08 00:00:00,29.5,21.8,1.6,70.2,0.0
2006-01-09 00:00:00,30.1,21.0,1.6,67.4,0.0
2006-01-10 00:00:00,29.9,21.1,1.7,65.2,0.0
2006-01-11 00:00:00,29.8,20.8,1.5,69.0,0.0
2006-01-12 00:00:00,29.6,20.5,2.1,69.5,0.0
2006-01-13 00:00:00,29.7,19.8,2.1,62.6,0.0
2006-01-14 00:00:00,29.7,19.7,2.1,62.5,0.0
2006-01-15 00:00:00,29.4,19.9,1.8,67.3,0.0
2006-01-16 00:00:00,30.3,19.9,1.3,66.4,0.0
2006-01-17 00:00:00,31.0,20.7,1.3,67.7,0.0
2006-01-18 00:00:00,31.5,20.6,1.4,68.9,0.0
2006-01-19 00:00:00,32.1,20.4,1.6,61.2,0.0
2006-01-20 00:00:00,33.9,20.9,1.7,58.3,0.0
2006-01-21 00:00:00,32.7,21.0,1.4,57.3,0.0
2006-01-22 00:00:00,33.2,20.4,2.0,61.1,0.0
2006-01-23 00:00:00,33.0,21.1,2.5,49.2,0.0
2006-01-24 00:00:00,31.4,20.9,2.3,52.6,0.0
2006-01-25 00:00:00,29.0,20.2,2.5,57.1,0.0
2006-01-26 00:00:00,27.0,19.6,1.8,56.3,0.0
2006-01-27 00:00:00,29.3,18.1,2.3,57.8,0.0
2006-01-28 00:00:00,29.3,16.8,2.1,56.6,0.0
2006-01-29 00:00:00,29.8,17.7,1.9,55.9,0.0
2006-01-30 00:00:00,29.7,18.5,2.0,53.3,0.0
2006-01-31 00:00:00,30.5,19.9,1.9,61.2,0.0
2006-02-01 00:00:00,30.3,19.5,1.8,65.9,0.0
2006-02-02 00:00:00,30.2,19.9,2.0,62.9,0.0
2006-02-03 00:00:00,31.1,19.2,2.7,63.1,0.0
2006-02-04 00:00:00,32.0,20.0,1.9,55.9,0.0
2006-02-05 00:00:00,32.1,19.3,1.8,55.4,0.0
2006-02-06 00:00:00,31.0,20.1,1.9,60.4,0.0
2006-02-07 00:00:00,30.9,19.8,1.8,51.2,0.0
2006-02-08 00:00:00,30.2,19.7,1.8,53.7,0.0
2006-02-09 00:00:00,29.6,19.9,2.0,55.1,0.0
2006-02-10 00:00:00,31.2,19.6,2.2,53.0,0.0
2006-02-11 00:00:00,32.2,20.1,2.1,57.3,0.0
2006-02-12 00:00:00,31.3,19.8,1.8,57.3,0.0
2006-02-13 00:00:00,31.8,19.7,1.7,54.6,0.0
2006-02-14 00:00:00,34.1,20.6,1.7,52.9,0.0
2006-02-15 00:00:00,33.5,20.9,1.3,56.2,0.0
2006-02-16 00:00:00,33.4,20.4,1.8,55.1,0.0
2006-02-17 00:00:00,32.8,21.8,1.9,58.9,0.0
2006-02-18 00:00:00,33.1,22.6,1.9,57.4,0.0
2006-02-19 00:00:00,33.9,22.4,1.7,54.0,0.0
2006-02-20 00:00:00,33.9,22.5,2.0,59.9,0.0
2006-02-21 00:00:00,34.2,21.8,1.8,58.2,0.0
2006-02-22 00:00:00,34.7,21.9,1.7,53.3,0.0
2006-02-23 00:00:00,34.9,21.4,2.0,50.9,0.0
2006-02-24 00:00:00,35.3,21.0,2.0,45.7,0.0
2006-02-25 00:00:00,35.3,20.8,1.8,45.4,0.0
2006-02-26 00:00:00,35.6,21.6,2.1,49.7,0.0
2006-02-27 00:00:00,34.8,21.4,2.6,52.3,0.0
2006-02-28 00:00:00,34.6,22.6,2.5,56.0,0.0
2006-03-01 00:00:00,33.6,23.5,2.5,56.2,0.0
2006-03-02 00:00:00,33.1,22.8,2.8,66.0,0.0
2006-03-03 00:00:00,32.1,24.3,2.8,71.3,4.8
2006-03-04 00:00:00,33.1,25.3,2.3,71.7,0.0
2006-03-05 00:00:00,32.9,24.6,2.3,69.6,4.8
2006-03-06 00:00:00,33.7,24.1,2.2,67.0,0.0
2006-03-07 00:00:00,33.3,24.0,2.2,65.5,0.0
2006-03-08 00:00:00,33.0,24.1,2.2,64.3,0.0
2006-03-09 00:00:00,32.7,24.2,3.2,63.5,0.0
2006-03-10 00:00:00,32.5,23.8,2.6,66.3,0.0
2006-03-11 00:00:00,30.8,22.7,2.1,76.2,0.0
2006-03-12 00:00:00,32.5,23.4,1.7,64.8,0.0
2006-03-13 00:00:00,32.8,23.8,2.3,61.5,0.0
2006-03-14 00:00:00,33.3,24.3,2.6,63.2,0.0
2006-03-15 00:00:00,33.7,25.3,2.4,70.2,0.0
2006-03-16 00:00:00,33.3,24.8,2.4,59.6,0.0
2006-03-17 00:00:00,32.7,24.2,2.3,60.1,0.0
2006-03-18 00:00:00,33.8,23.6,3.0,56.7,0.0
2006-03-19 00:00:00,33.2,24.4,2.4,53.4,0.0
2006-03-20 00:00:00,34.1,23.5,2.0,56.9,0.0
2006-03-21 00:00:00,35.9,23.5,2.2,50.1,0.0
2006-03-22 00:00:00,35.4,24.4,2.5,48.5,0.0
2006-03-23 00:00:00,36.4,24.8,2.2,49.8,0.0
2006-03-24 00:00:00,35.1,24.6,1.6,48.8,0.0
2006-03-25 00:00:00,35.8,24.4,2.1,53.4,0.0
2006-03-26 00:00:00,36.4,24.9,2.1,51.3,0.0
2006-03-27 00:00:00,36.7,25.8,2.4,46.4,0.0
2006-03-28 00:00:00,35.7,25.9,2.1,57.4,0.0
2006-03-29 00:00:00,33.8,24.5,2.3,51.3,0.0
2006-03-30 00:00:00,34.8,24.8,2.5,52.4,0.0
2006-03-31 00:00:00,35.6,24.9,1.7,54.6,0.0
2006-04-01 00:00:00,36.0,25.3,2.2,53.7,0.0
2006-04-02 00:00:00,35.4,26.3,2.7,62.4,0.0
2006-04-03 00:00:00,35.4,26.3,2.7,63.4,0.0
2006-04-04 00:00:00,35.6,26.0,2.5,59.3,0.0
2006-04-05 00:00:00,36.4,26.3,2.4,50.4,0.0
2006-04-06 00:00:00,36.8,26.1,2.4,61.2,0.0
2006-04-07 00:00:00,36.2,27.0,2.6,55.5,0.0
2006-04-08 00:00:00,36.0,27.6,2.8,59.5,0.0
2006-04-09 00:00:00,35.8,28.0,2.8,56.7,0.0
2006-04-10 00:00:00,35.2,27.2,2.9,69.4,0.0
2006-04-11 00:00:00,36.2,26.2,2.5,59.1,0.0
2006-04-12 00:00:00,36.3,26.9,2.9,52.7,0.0
2006-04-13 00:00:00,36.5,27.4,2.3,51.9,0.0
2006-04-14 00:00:00,36.0,26.5,2.8,62.1,0.0
2006-04-15 00:00:00,35.1,26.8,2.6,68.8,0.0
2006-04-16 00:00:00,34.5,26.9,3.0,76.0,9.8
2006-04-17 00:00:00,28.3,22.9,2.4,72.4,9.8
2006-04-18 00:00:00,32.9,23.8,2.2,73.7,0.0
2006-04-19 00:00:00,34.8,26.3,2.2,60.4,0.0
2006-04-20 00:00:00,34.6,25.6,2.5,58.4,0.0
2006-04-21 00:00:00,34.8,26.9,2.4,55.3,0.0
2006-04-22 00:00:00,35.4,25.6,2.2,60.3,0.0
2006-04-23 00:00:00,36.4,26.0,2.1,55.0,0.0
2006-04-24 00:00:00,36.4,26.8,2.4,62.2,0.0
2006-04-25 00:00:00,37.9,27.1,2.4,59.3,0.0
2006-04-26 00:00:00,37.6,27.8,2.4,53.0,0.0
2006-04-27 00:00:00,38.8,28.3,3.2,51.1,0.0
2006-04-28 00:00:00,37.3,27.8,2.8,48.9,0.0
2006-04-29 00:00:00,36.9,27.9,2.2,46.1,0.0
2006-04-30 00:00:00,37.3,27.8,3.2,46.5,0.0
2006-05-01 00:00:00,37.4,28.1,3.2,59.9,4.7
2006-05-02 00:00:00,36.1,28.3,3.0,61.7,0.0
2006-05-03 00:00:00,36.0,28.3,2.6,70.5,0.0
2006-05-04 00:00:00,36.2,26.7,2.6,66.7,0.0
2006-05-05 00:00:00,36.6,27.8,2.4,67.4,0.0
2006-05-06 00:00:00,36.8,27.7,2.9,55.9,0.0
2006-05-07 00:00:00,36.8,28.1,3.1,61.7,0.0
2006-05-08 00:00:00,36.5,28.5,3.0,55.4,0.0
2006-05-09 00:00:00,36.8,28.1,3.1,53.1,0.0
2006-05-10 00:00:00,38.7,29.1,3.3,46.9,0.0
2006-05-11 00:00:00,38.8,29.2,3.4,64.1,0.0
2006-05-12 00:00:00,38.0,28.3,3.4,56.9,0.0
2006-05-13 00:00:00,37.8,29.6,3.3,61.5,8.4
2006-05-14 00:00:00,37.0,29.1,2.9,54.2,0.0
2006-05-15 00:00:00,38.7,29.5,3.0,46.7,0.0
2006-05-16 00:00:00,35.4,29.0,3.1,50.0,7.3
2006-05-17 00:00:00,35.8,25.4,3.3,54.8,14.7
2006-05-18 00:00:00,34.6,25.5,2.8,59.2,0.0
2006-05-19 00:00:00,37.4,27.0,3.3,52.1,4.9
2006-05-20 00:00:00,31.3,25.4,3.9,56.5,14.7
2006-05-21 00:00:00,37.3,26.9,3.6,55.5,0.0
2006-05-22 00:00:00,39.1,28.7,3.7,56.5,0.0
2006-05-23 00:00:00,38.8,28.2,3.6,64.6,0.0
2006-05-24 00:00:00,35.4,25.8,4.2,64.2,6.5
2006-05-25 00:00:00,33.0,27.0,4.5,59.0,15.9
2006-05-26 00:00:00,36.3,27.5,4.4,70.8,0.0
2006-05-27 00:00:00,34.7,27.4,3.4,65.6,10.2
2006-05-28 00:00:00,34.7,28.5,2.8,60.9,5.6
2006-05-29 00:00:00,35.3,27.9,3.4,58.7,4.5
2006-05-30 00:00:00,36.5,28.4,3.5,55.5,0.0
2006-05-31 00:00:00,36.4,28.9,3.8,51.7,0.0
2006-06-01 00:00:00,37.5,29.0,5.1,55.2,0.0
2006-06-02 00:00:00,36.8,29.7,4.5,67.8,0.0
2006-06-03 00:00:00,36.9,28.5,4.4,66.6,3.4
2006-06-04 00:00:00,35.4,27.7,3.8,84.8,5.9
2006-06-05 00:00:00,32.7,26.9,4.3,62.2,12.8
2006-06-06 00:00:00,35.0,27.2,3.5,66.2,0.0
2006-06-07 00:00:00,38.6,29.1,3.7,59.1,0.0
2006-06-08 00:00:00,39.3,29.2,4.1,57.7,0.0
2006-06-09 00:00:00,39.8,29.5,4.6,53.7,0.0
2006-06-10 00:00:00,37.6,28.7,4.0,55.8,0.0
2006-06-11 00:00:00,39.1,29.0,4.4,54.9,0.0
2006-06-12 00:00:00,39.2,28.9,4.0,56.9,0.0
2006-06-13 00:00:00,37.1,28.2,3.6,53.4,0.0
2006-06-14 00:00:00,36.2,28.8,3.7,48.9,12.7
2006-06-15 00:00:00,39.3,29.3,3.4,50.8,0.0
2006-06-16 00:00:00,38.1,29.1,2.8,48.3,3.4
2006-06-17 00:00:00,38.8,28.6,2.9,57.0,0.0
2006-06-18 00:00:00,38.6,28.8,2.7,56.7,4.5
2006-06-19 00:00:00,37.4,28.0,2.8,52.6,4.5
2006-06-20 00:00:00,36.6,28.1,3.0,60.8,0.0
2006-06-21 00:00:00,31.1,25.6,2.0,72.3,18.7
2006-06-22 00:00:00,33.5,26.5,1.9,72.0,0.0
2006-06-23 00:00:00,33.1,27.9,2.2,70.5,21.6
2006-06-24 00:00:00,34.2,26.4,2.8,70.7,10.8
2006-06-25 00:00:00,34.5,27.2,3.6,68.4,5.4
2006-06-26 00:00:00,35.6,27.3,4.1,67.7,0.0
2006-06-27 00:00:00,35.3,27.4,4.3,68.5,4.5
2006-06-28 00:00:00,30.8,26.8,3.4,75.9,22.7
2006-06-29 00:00:00,30.1,26.2,4.1,69.9,13.6
2006-06-30 00:00:00,31.8,26.8,5.0,74.9,4.5
2006-07-01 00:00:00,32.4,26.6,4.6,67.0,19.5
2006-07-02 00:00:00,29.1,26.8,4.9,62.7,20.8
2006-07-03 00:00:00,30.5,26.9,5.5,69.0,20.8
2006-07-04 00:00:00,32.0,27.8,4.9,83.3,6.5
2006-07-05 00:00:00,34.7,27.8,5.0,56.6,0.0
2006-07-06 00:00:00,35.5,27.7,4.7,62.5,0.0
2006-07-07 00:00:00,36.4,28.2,4.7,68.8,0.0
2006-07-08 00:00:00,37.2,29.6,4.9,63.8,0.0
2006-07-09 00:00:00,36.4,29.5,5.2,63.2,0.0
2006-07-10 00:00:00,36.5,29.5,5.0,64.4,0.0
2006-07-11 00:00:00,36.7,29.0,4.7,68.6,0.0
2006-07-12 00:00:00,35.5,28.0,4.4,72.6,0.0
2006-07-13 00:00:00,36.9,28.9,5.0,69.9,0.0
2006-07-14 00:00:00,34.1,27.5,4.9,69.8,10.5
2006-07-15 00:00:00,33.8,27.0,5.0,63.7,10.5
2006-07-16 00:00:00,36.5,28.5,4.4,66.6,0.0
2006-07-17 00:00:00,36.4,28.9,4.8,62.4,0.0
2006-07-18 00:00:00,36.6,27.6,4.4,73.8,0.0
2006-07-19 00:00:00,36.3,27.7,4.2,76.9,0.0
2006-07-20 00:00:00,34.6,28.6,4.4,77.4,13.2
2006-07-21 00:00:00,32.6,27.0,4.5,76.3,34.6
2006-07-22 00:00:00,32.7,24.7,4.5,76.2,11.5
2006-07-23 00:00:00,32.8,26.0,4.2,74.9,5.8
2006-07-24 00:00:00,34.6,27.3,3.6,74.9,0.0
2006-07-25 00:00:00,30.0,26.7,3.6,78.3,0.0
2006-07-26 00:00:00,31.0,26.2,3.5,82.4,32.2
2006-07-27 00:00:00,28.6,25.2,4.1,85.3,43.3
2006-07-28 00:00:00,30.2,25.2,4.7,76.7,0.0
2006-07-29 00:00:00,30.2,25.7,5.2,75.3,6.6
2006-07-30 00:00:00,32.4,26.6,4.9,75.8,0.0
2006-07-31 00:00:00,34.3,27.7,5.0,70.9,0.0
2006-08-01 00:00:00,30.7,27.0,4.2,76.0,32.0
2006-08-02 00:00:00,27.4,25.7,4.6,69.1,51.2
2006-08-03 00:00:00,25.7,24.5,4.7,70.6,51.2
2006-08-04 00:00:00,27.0,24.4,5.1,69.0,51.2
2006-08-05 00:00:00,30.9,25.1,4.5,85.2,12.8
2006-08-06 00:00:00,32.6,26.1,4.7,75.2,0.0
2006-08-07 00:00:00,34.0,26.2,4.3,74.6,0.0
2006-08-08 00:00:00,34.1,27.0,4.5,76.8,0.0
2006-08-09 00:00:00,33.7,26.1,4.0,75.0,15.5
2006-08-10 00:00:00,33.3,26.1,4.4,73.6,15.5
2006-08-11 00:00:00,32.4,25.8,4.1,73.1,3.1
2006-08-12 00:00:00,31.5,26.5,3.8,73.4,4.3
2006-08-13 00:00:00,32.9,27.2,4.9,72.6,0.0
2006-08-14 00:00:00,34.1,27.6,4.8,69.4,0.0
2006-08-15 00:00:00,33.5,28.2,4.5,71.5,10.0
2006-08-16 00:00:00,32.7,27.2,4.0,78.4,11.8
2006-08-17 00:00:00,32.3,26.1,4.5,72.5,4.7
2006-08-18 00:00:00,34.1,27.0,4.1,78.8,0.0
2006-08-19 00:00:00,35.7,26.9,2.7,72.6,6.9
2006-08-20 00:00:00,33.7,26.5,3.1,70.3,9.4
2006-08-21 00:00:00,32.5,26.5,3.3,65.6,6.7
2006-08-22 00:00:00,30.0,26.4,3.9,78.1,16.8
2006-08-23 00:00:00,32.6,27.2,3.2,71.3,3.3
2006-08-24 00:00:00,33.8,27.0,3.3,77.7,10.1
2006-08-25 00:00:00,34.4,26.0,2.7,76.7,0.0
2006-08-26 00:00:00,33.3,27.9,3.5,75.1,0.0
2006-08-27 00:00:00,32.6,27.7,3.8,73.3,5.1
2006-08-28 00:00:00,29.6,26.3,4.0,70.9,10.1
2006-08-29 00:00:00,30.9,25.6,3.8,73.2,12.7
2006-08-30 00:00:00,31.8,26.3,4.1,73.9,0.0
2006-08-31 00:00:00,32.8,26.8,3.8,68.0,0.0
2006-09-01 00:00:00,35.0,26.6,3.1,67.5,0.0
2006-09-02 00:00:00,34.7,26.3,2.2,73.4,5.8
2006-09-03 00:00:00,34.7,26.8,2.5,67.2,14.9
2006-09-04 00:00:00,35.2,26.4,2.7,74.1,20.8
2006-09-05 00:00:00,31.7,24.9,2.9,79.3,11.9
2006-09-06 00:00:00,33.6,26.7,2.6,81.0,11.1
2006-09-07 00:00:00,33.6,27.1,2.2,75.4,0.0
2006-09-08 00:00:00,34.5,26.9,1.8,77.8,0.0
2006-09-09 00:00:00,34.5,27.0,2.4,79.7,0.0
2006-09-10 00:00:00,34.1,26.9,2.1,83.2,0.0
2006-09-11 00:00:00,33.5,27.3,2.5,69.5,0.0
2006-09-12 00:00:00,35.1,27.5,2.3,76.3,0.0
2006-09-13 00:00:00,34.4,26.8,1.7,66.3,3.8
2006-09-14 00:00:00,33.6,25.7,2.1,72.2,7.7
2006-09-15 00:00:00,29.4,25.1,1.7,82.4,12.8
2006-09-16 00:00:00,29.1,25.1,2.7,75.3,25.8
2006-09-17 00:00:00,28.8,24.8,3.4,77.2,34.4
2006-09-18 00:00:00,29.7,25.0,3.3,73.7,13.0
2006-09-19 00:00:00,28.1,24.8,3.7,77.6,8.6
2006-09-20 00:00:00,28.8,24.4,3.5,74.6,17.2
2006-09-21 00:00:00,30.4,25.4,3.8,77.8,9.4
2006-09-22 00:00:00,31.3,26.6,3.6,74.6,10.8
2006-09-23 00:00:00,30.7,26.3,3.0,76.1,6.6
2006-09-24 00:00:00,32.3,25.7,2.7,76.9,11.3
2006-09-25 00:00:00,32.7,25.3,2.5,80.6,0.0
2006-09-26 00:00:00,34.1,25.7,2.9,71.8,0.0
2006-09-27 00:00:00,34.7,25.8,2.5,73.2,0.0
2006-09-28 00:00:00,34.8,26.2,2.1,73.3,9.3
2006-09-29 00:00:00,31.7,26.5,2.7,70.3,14.0
2006-09-30 00:00:00,32.1,25.6,4.1,70.4,0.0
2006-10-01 00:00:00,32.5,23.9,3.2,77.3,0.0
2006-10-02 00:00:00,32.7,25.4,1.3,82.4,0.0
2006-10-03 00:00:00,33.2,26.1,1.2,77.4,0.0
2006-10-04 00:00:00,33.9,26.5,1.7,76.7,0.0
2006-10-05 00:00:00,34.9,27.0,2.8,79.5,0.0
2006-10-06 00:00:00,35.6,27.3,2.2,74.9,0.0
2006-10-07 00:00:00,35.6,26.6,1.8,75.9,0.0
2006-10-08 00:00:00,35.0,27.1,2.1,68.3,0.0
2006-10-09 00:00:00,35.1,26.4,1.7,73.0,0.0
2006-10-10 00:00:00,35.0,26.1,1.6,72.2,0.0
2006-10-11 00:00:00,34.9,26.4,1.3,73.4,0.0
2006-10-12 00:00:00,35.1,26.4,1.8,67.8,8.9
2006-10-13 00:00:00,34.3,26.4,1.6,71.7,0.0
2006-10-14 00:00:00,34.2,25.9,1.6,70.5,0.0
2006-10-15 00:00:00,34.1,25.7,1.9,71.6,0.0
2006-10-16 00:00:00,34.1,25.5,1.9,71.9,0.0
2006-10-17 00:00:00,33.9,25.7,1.6,65.4,0.0
2006-10-18 00:00:00,32.2,25.3,2.1,74.3,0.0
2006-10-19 00:00:00,34.0,24.1,1.5,79.3,0.0
2006-10-20 00:00:00,33.5,25.0,2.0,73.0,0.0
2006-10-21 00:00:00,33.6,24.5,1.3,70.8,0.0
2006-10-22 00:00:00,33.2,24.8,2.0,79.4,0.0
2006-10-23 00:00:00,33.3,24.9,1.2,80.5,0.0
2006-10-24 00:00:00,32.7,24.9,2.0,80.6,0.0
2006-10-25 00:00:00,32.2,24.5,2.0,67.5,0.0
2006-10-26 00:00:00,31.2,23.9,1.6,73.2,19.2
2006-10-27 00:00:00,30.6,23.7,2.1,83.7,38.3
2006-10-28 00:00:00,26.6,23.7,2.2,72.8,46.8
2006-10-29 00:00:00,24.9,23.4,2.2,80.6,57.4
2006-10-30 00:00:00,26.2,23.5,2.2,81.8,85.1
2006-10-31 00:00:00,26.4,23.4,2.1,82.6,19.2
2006-11-01 00:00:00,26.9,24.2,1.5,85.8,0.0
2006-11-02 00:00:00,28.1,24.0,2.0,88.4,35.4
2006-11-03 00:00:00,29.2,24.7,0.9,69.1,22.6
2006-11-04 00:00:00,30.9,24.6,1.1,83.5,0.0
2006-11-05 00:00:00,31.2,24.3,1.2,76.9,0.0
2006-11-06 00:00:00,31.4,24.7,1.0,79.3,0.0
2006-11-07 00:00:00,30.8,24.4,0.9,81.9,0.0
2006-11-08 00:00:00,29.8,23.5,1.2,78.2,0.0
2006-11-09 00:00:00,27.7,23.0,1.1,79.4,0.0
2006-11-10 00:00:00,29.7,22.7,1.7,80.4,0.0
2006-11-11 00:00:00,30.7,23.0,2.1,76.8,0.0
2006-11-12 00:00:00,30.5,23.3,1.9,80.5,0.0
2006-11-13 00:00:00,29.5,22.9,2.0,79.6,4.9
2006-11-14 00:00:00,30.4,22.8,1.9,75.5,0.0
2006-11-15 00:00:00,30.2,23.0,1.8,73.1,0.0
2006-11-16 00:00:00,30.3,23.3,1.5,77.6,0.0
2006-11-17 00:00:00,30.5,23.3,1.8,74.1,0.0
2006-11-18 00:00:00,30.9,23.5,1.2,67.8,0.0
2006-11-19 00:00:00,30.3,22.8,1.2,75.4,0.0
2006-11-20 00:00:00,30.5,22.5,2.0,74.7,0.0
2006-11-21 00:00:00,30.7,20.7,1.1,72.8,0.0
2006-11-22 00:00:00,30.3,20.5,1.2,72.1,0.0
2006-11-23 00:00:00,30.4,20.1,1.6,68.7,0.0
2006-11-24 00:00:00,29.6,21.5,1.8,74.0,0.0
2006-11-25 00:00:00,29.9,22.4,2.1,72.0,0.0
2006-11-26 00:00:00,30.5,23.7,1.9,77.1,0.0
2006-11-27 00:00:00,30.9,22.5,1.7,77.3,0.0
2006-11-28 00:00:00,30.8,22.5,1.9,74.0,0.0
2006-11-29 00:00:00,31.0,22.8,1.7,79.3,0.0
2006-11-30 00:00:00,31.1,22.7,1.5,77.0,0.0
2006-12-01 00:00:00,31.2,22.4,1.5,70.9,0.0
2006-12-02 00:00:00,31.1,23.0,1.8,72.9,0.0
2006-12-03 00:00:00,30.9,23.6,1.6,69.0,0.0
2006-12-04 00:00:00,30.5,22.8,1.6,68.1,0.0
2006-12-05 00:00:00,30.8,21.9,1.5,70.2,0.0
2006-12-06 00:00:00,30.1,20.8,1.5,69.5,0.0
2006-12-07 00:00:00,30.3,20.8,1.9,73.0,0.0
2006-12-08 00:00:00,31.1,20.0,1.8,70.7,0.0
2006-12-09 00:00:00,30.9,19.6,1.6,65.7,0.0
2006-12-10 00:00:00,30.2,19.9,1.8,68.9,0.0
2006-12-11 00:00:00,30.7,23.0,1.6,78.1,0.0
2006-12-12 00:00:00,30.7,21.9,1.6,74.2,0.0
2006-12-13 00:00:00,30.7,22.4,2.0,69.1,0.0
2006-12-14 00:00:00,30.1,21.3,2.1,67.9,0.0
2006-12-15 00:00:00,30.3,19.9,1.8,65.8,0.0
2006-12-16 00:00:00,30.1,18.9,2.3,65.9,0.0
2006-12-17 00:00:00,29.6,18.0,2.0,58.9,0.0
2006-12-18 00:00:00,29.5,18.3,1.7,64.5,0.0
2006-12-19 00:00:00,29.2,18.4,1.3,65.3,0.0
2006-12-20 00:00:00,28.9,19.6,1.6,61.9,0.0
2006-12-21 00:00:00,29.6,21.2,1.6,69.2,0.0
2006-12-22 00:00:00,29.4,21.6,1.8,66.9,0.0
2006-12-23 00:00:00,29.4,20.0,1.9,68.9,0.0
2006-12-24 00:00:00,28.7,20.0,1.8,67.9,0.0
2006-12-25 00:00:00,29.6,20.2,1.4,65.1,0.0
2006-12-26 00:00:00,29.4,19.6,1.4,66.5,0.0
2006-12-27 00:00:00,29.6,19.1,1.8,72.2,0.0
2006-12-28 00:00:00,30.2,19.6,1.3,67.2,0.0
2006-12-29 00:00:00,29.2,20.6,1.2,65.9,0.0
2006-12-30 00:00:00,30.2,20.8,1.5,67.4,0.0
2006-12-31 00:00:00,29.9,20.4,1.1,69.4,0.0
2007-01-01 00:00:00,29.9,20.1,1.7,64.1,0.0
2007-01-02 00:00:00,30.5,20.0,1.3,57.5,0.0
2007-01-03 00:00:00,29.8,19.0,1.3,62.8,0.0
2007-01-04 00:00:00,29.7,19.1,1.5,65.3,0.0
2007-01-05 00:00:00,29.2,18.8,1.5,69.8,0.0
2007-01-06 00:00:00,29.3,19.5,1.7,64.9,0.0
2007-01-07 00:00:00,29.1,19.5,2.0,62.9,0.0
2007-01-08 00:00:00,29.0,18.6,1.7,64.9,0.0
2007-01-09 00:00:00,29.4,19.5,2.2,67.4,0.0
2007-01-10 00:00:00,29.1,18.8,1.7,65.0,0.0
2007-01-11 00:00:00,29.1,18.9,1.5,67.1,0.0
2007-01-12 00:00:00,29.2,19.2,1.9,67.1,0.0
2007-01-13 00:00:00,29.4,20.0,1.8,65.2,0.0
2007-01-14 00:00:00,29.8,20.1,2.0,62.3,0.0
2007-01-15 00:00:00,29.9,19.7,1.8,67.8,0.0
2007-01-16 00:00:00,30.6,19.5,1.6,67.2,0.0
2007-01-17 00:00:00,30.1,19.8,1.8,58.6,0.0
2007-01-18 00:00:00,29.5,20.4,2.3,60.9,0.0
2007-01-19 00:00:00,30.1,20.4,1.4,67.6,0.0
2007-01-20 00:00:00,31.2,20.8,1.2,57.0,0.0
2007-01-21 00:00:00,30.6,21.0,1.3,64.9,0.0
2007-01-22 00:00:00,31.3,20.6,1.2,67.4,0.0
2007-01-23 00:00:00,30.9,21.0,1.7,63.8,0.0
2007-01-24 00:00:00,30.4,23.0,1.7,66.2,0.0
2007-01-25 00:00:00,30.2,21.4,2.0,62.6,0.0
2007-01-26 00:00:00,30.2,19.8,1.6,61.4,0.0
2007-01-27 00:00:00,30.1,19.2,2.2,68.2,0.0
2007-01-28 00:00:00,30.8,19.8,2.5,68.0,0.0
2007-01-29 00:00:00,30.3,20.2,2.4,64.8,0.0
2007-01-30 00:00:00,30.2,20.0,2.3,66.6,0.0
2007-01-31 00:00:00,31.5,19.5,1.6,63.4,0.0
2007-02-01 00:00:00,31.0,19.4,1.3,63.1,0.0
2007-02-02 00:00:00,30.7,20.3,1.9,67.0,0.0
2007-02-03 00:00:00,30.8,21.0,1.8,59.6,0.0
2007-02-04 00:00:00,31.7,21.1,1.4,62.5,0.0
2007-02-05 00:00:00,32.0,20.8,1.3,56.4,0.0
2007-02-06 00:00:00,32.1,20.6,1.4,64.1,0.0
2007-02-07 00:00:00,31.9,21.2,1.6,61.7,0.0
2007-02-08 00:00:00,31.6,21.7,2.0,65.0,0.0
2007-02-09 00:00:00,30.9,21.6,2.4,68.6,0.0
2007-02-10 00:00:00,30.6,22.9,2.7,67.8,0.0
2007-02-11 00:00:00,30.5,20.6,2.5,69.5,0.0
2007-02-12 00:00:00,31.0,21.6,2.4,70.6,0.0
2007-02-13 00:00:00,30.7,22.5,3.0,65.5,2.8
2007-02-14 00:00:00,31.7,21.3,2.0,61.4,0.0
2007-02-15 00:00:00,31.5,20.6,1.8,59.3,0.0
2007-02-16 00:00:00,30.9,22.4,1.8,58.3,3.5
2007-02-17 00:00:00,31.7,23.0,1.9,61.1,0.0
2007-02-18 00:00:00,30.5,22.3,2.5,66.5,0.0
2007-02-19 00:00:00,30.9,21.7,3.2,62.7,0.0
2007-02-20 00:00:00,31.0,21.2,2.4,58.2,0.0
2007-02-21 00:00:00,31.0,19.6,2.3,53.9,0.0
2007-02-22 00:00:00,32.0,18.9,2.3,54.7,0.0
2007-02-23 00:00:00,31.4,19.3,2.2,54.7,0.0
2007-02-24 00:00:00,31.6,19.9,2.7,53.6,0.0
2007-02-25 00:00:00,33.0,19.5,1.9,64.9,0.0
2007-02-26 00:00:00,32.2,20.1,1.6,67.6,0.0
2007-02-27 00:00:00,32.2,21.1,2.3,67.8,0.0
2007-02-28 00:00:00,32.0,22.0,2.4,58.0,0.0
2007-03-01 00:00:00,33.0,22.0,2.5,56.9,0.0
2007-03-02 00:00:00,32.9,23.0,2.5,55.5,0.0
2007-03-03 00:00:00,33.3,24.4,2.3,57.7,0.0
2007-03-04 00:00:00,31.4,24.7,2.3,56.5,0.0
2007-03-05 00:00:00,33.2,24.5,2.2,53.1,0.0
2007-03-06 00:00:00,32.4,23.5,2.1,56.2,0.0
