Date,MaxT,MinT,WindSpeed,Humidity ,Precipitation
2009-11-12 00:00:00,32.0,25.4,2.5,78.4,0.0
2009-11-13 00:00:00,33.2,26.4,2.9,79.6,0.0
2009-11-14 00:00:00,33.5,25.6,2.6,78.1,0.0
2009-11-15 00:00:00,33.1,25.1,2.4,86.1,0.0
2009-11-16 00:00:00,33.3,25.6,2.6,82.2,0.0
2009-11-17 00:00:00,31.6,24.8,2.1,77.6,7.4
2009-11-18 00:00:00,30.9,25.0,1.5,83.6,0.0
2009-11-19 00:00:00,31.2,24.8,2.2,77.4,14.8
2009-11-20 00:00:00,31.1,24.7,1.8,73.2,7.1
2009-11-21 00:00:00,31.2,24.3,1.7,71.7,6.0
2009-11-22 00:00:00,31.2,23.8,2.0,74.4,0.0
2009-11-23 00:00:00,30.7,24.2,2.0,75.7,0.0
2009-11-24 00:00:00,31.1,23.3,1.7,74.7,0.0
2009-11-25 00:00:00,31.0,22.1,2.0,76.2,0.0
2009-11-26 00:00:00,30.8,21.2,2.0,69.4,0.0
2009-11-27 00:00:00,30.7,20.8,2.4,64.6,0.0
2009-11-28 00:00:00,30.2,19.7,2.3,71.1,0.0
2009-11-29 00:00:00,29.9,19.0,1.9,67.9,0.0
2009-11-30 00:00:00,29.5,18.7,2.0,67.3,0.0
2009-12-01 00:00:00,30.2,19.1,2.1,73.0,0.0
2009-12-02 00:00:00,30.5,20.4,2.0,67.2,0.0
2009-12-03 00:00:00,29.8,20.2,1.7,72.7,0.0
2009-12-04 00:00:00,30.3,20.4,1.9,75.6,0.0
2009-12-05 00:00:00,30.3,20.4,2.2,70.7,0.0
2009-12-06 00:00:00,30.3,20.0,1.9,72.1,0.0
2009-12-07 00:00:00,30.2,20.3,2.1,71.3,0.0
2009-12-08 00:00:00,30.5,21.0,2.4,71.7,0.0
2009-12-09 00:00:00,30.4,20.7,2.2,70.6,0.0
2009-12-10 00:00:00,30.7,20.6,2.2,71.6,0.0
2009-12-11 00:00:00,30.2,21.1,2.4,71.3,0.0
2009-12-12 00:00:00,30.1,21.3,2.3,80.5,0.0
2009-12-13 00:00:00,30.4,21.2,2.7,75.7,0.0
2009-12-14 00:00:00,30.7,20.3,2.5,76.9,0.0
2009-12-15 00:00:00,30.5,21.1,2.6,76.3,0.0
2009-12-16 00:00:00,28.9,21.9,2.6,75.4,0.0
2009-12-17 00:00:00,28.6,21.3,3.2,81.7,0.0
2009-12-18 00:00:00,30.6,20.9,2.4,73.6,0.0
2009-12-19 00:00:00,30.6,22.3,2.8,79.6,0.0
2009-12-20 00:00:00,30.5,22.4,2.8,77.3,3.2
2009-12-21 00:00:00,30.0,22.9,3.1,77.0,2.1
2009-12-22 00:00:00,29.6,21.5,2.7,73.2,0.0
2009-12-23 00:00:00,29.3,20.6,2.4,65.4,0.0
2009-12-24 00:00:00,29.1,19.6,2.9,68.1,0.0
2009-12-25 00:00:00,29.4,17.6,2.1,70.3,0.0
2009-12-26 00:00:00,29.2,17.2,2.0,72.3,0.0
2009-12-27 00:00:00,29.5,18.0,2.3,72.5,0.0
2009-12-28 00:00:00,29.1,18.5,2.8,70.4,0.0
2009-12-29 00:00:00,29.2,19.6,2.7,75.8,0.0
2009-12-30 00:00:00,29.6,20.4,2.0,80.3,0.0
2009-12-31 00:00:00,30.0,21.3,1.6,78.7,0.0
2010-01-01 00:00:00,29.7,20.5,2.5,74.2,0.0
2010-01-02 00:00:00,28.7,20.8,2.3,70.1,0.0
2010-01-03 00:00:00,29.4,18.8,2.0,71.4,0.0
2010-01-04 00:00:00,29.8,18.5,2.2,61.6,0.0
2010-01-05 00:00:00,30.1,19.7,2.0,68.0,0.0
2010-01-06 00:00:00,29.7,19.3,2.6,72.6,0.0
2010-01-07 00:00:00,29.1,19.5,2.4,65.8,0.0
2010-01-08 00:00:00,28.8,20.3,2.2,75.3,0.0
2010-01-09 00:00:00,27.5,22.7,2.3,84.8,0.0
2010-01-10 00:00:00,29.7,23.3,2.5,73.2,0.0
2010-01-11 00:00:00,31.0,24.1,2.5,71.1,0.0
2010-01-12 00:00:00,31.9,23.8,1.9,72.6,0.0
2010-01-13 00:00:00,30.9,24.1,1.8,84.9,0.0
2010-01-14 00:00:00,30.9,24.6,2.7,78.8,0.0
2010-01-15 00:00:00,29.5,24.1,2.8,71.8,0.0
2010-01-16 00:00:00,29.6,22.5,2.5,71.7,0.0
2010-01-17 00:00:00,29.7,21.6,2.1,72.2,0.0
2010-01-18 00:00:00,29.6,21.3,2.1,74.7,0.0
2010-01-19 00:00:00,30.0,20.1,2.2,69.1,0.0
2010-01-20 00:00:00,30.1,19.2,2.1,65.2,0.0
2010-01-21 00:00:00,29.9,18.1,2.3,61.0,0.0
2010-01-22 00:00:00,29.8,17.8,2.0,62.9,0.0
2010-01-23 00:00:00,29.4,17.9,2.1,59.6,0.0
2010-01-24 00:00:00,28.4,18.3,1.9,73.0,0.0
2010-01-25 00:00:00,29.8,18.8,2.2,71.1,0.0
2010-01-26 00:00:00,30.2,19.5,2.2,66.0,0.0
2010-01-27 00:00:00,30.3,20.2,2.2,64.0,0.0
2010-01-28 00:00:00,30.1,20.7,2.7,69.0,0.0
2010-01-29 00:00:00,30.1,20.5,2.8,70.5,0.0
2010-01-30 00:00:00,30.1,19.9,2.6,63.5,0.0
2010-01-31 00:00:00,30.3,19.2,2.2,63.2,0.0
2010-02-01 00:00:00,30.1,19.2,2.3,62.9,0.0
2010-02-02 00:00:00,30.2,19.6,2.8,63.2,0.0
2010-02-03 00:00:00,30.8,19.5,2.9,61.2,0.0
2010-02-04 00:00:00,30.7,19.7,2.9,60.8,0.0
2010-02-05 00:00:00,30.4,19.6,2.5,65.7,0.0
2010-02-06 00:00:00,30.6,21.0,2.4,67.1,0.0
2010-02-07 00:00:00,30.7,21.1,2.5,67.1,0.0
2010-02-08 00:00:00,31.4,18.9,2.0,64.0,0.0
2010-02-09 00:00:00,31.6,18.6,2.4,61.8,0.0
2010-02-10 00:00:00,30.5,18.7,2.7,77.1,0.0
2010-02-11 00:00:00,30.9,20.1,3.3,73.0,0.0
2010-02-12 00:00:00,31.1,20.5,2.8,61.6,0.0
2010-02-13 00:00:00,31.2,20.7,2.8,56.2,0.0
2010-02-14 00:00:00,32.2,21.1,2.4,67.2,0.0
2010-02-15 00:00:00,32.3,21.4,3.1,65.5,0.0
2010-02-16 00:00:00,31.9,22.8,2.8,71.3,0.0
2010-02-17 00:00:00,32.8,22.3,2.4,77.5,0.0
2010-02-18 00:00:00,33.6,22.6,2.5,70.7,0.0
2010-02-19 00:00:00,33.1,22.8,2.6,63.3,0.0
2010-02-20 00:00:00,32.4,23.4,2.4,65.6,0.0
2010-02-21 00:00:00,32.7,24.2,2.1,68.4,0.0
2010-02-22 00:00:00,33.1,23.6,2.4,69.4,0.0
2010-02-23 00:00:00,33.9,24.2,2.1,67.8,0.0
2010-02-24 00:00:00,33.2,24.0,2.6,70.2,0.0
2010-02-25 00:00:00,34.2,24.4,2.5,70.9,0.0
2010-02-26 00:00:00,33.5,24.5,2.3,61.9,0.0
2010-02-27 00:00:00,33.8,22.9,2.5,55.1,0.0
2010-02-28 00:00:00,34.1,22.4,2.1,54.1,0.0
2010-03-01 00:00:00,34.3,23.0,2.1,50.3,0.0
2010-03-02 00:00:00,34.3,23.0,2.2,53.6,0.0
2010-03-03 00:00:00,35.0,23.5,2.3,56.3,0.0
2010-03-04 00:00:00,33.9,23.3,2.4,50.3,0.0
2010-03-05 00:00:00,34.8,24.0,2.2,52.7,0.0
2010-03-06 00:00:00,35.3,24.6,2.6,54.5,0.0
2010-03-07 00:00:00,35.5,25.9,3.0,56.9,0.0
2010-03-08 00:00:00,35.0,25.8,1.9,50.5,0.0
2010-03-09 00:00:00,33.7,25.4,2.9,54.6,0.0
2010-03-10 00:00:00,33.5,25.9,2.7,57.8,0.0
2010-03-11 00:00:00,33.6,25.1,2.6,61.4,0.0
2010-03-12 00:00:00,33.8,24.9,2.6,63.1,0.0
2010-03-13 00:00:00,35.1,25.1,2.1,59.5,2.6
2010-03-14 00:00:00,34.6,26.0,2.6,59.3,2.6
2010-03-15 00:00:00,36.1,25.1,2.2,57.0,0.0
2010-03-16 00:00:00,35.0,25.2,2.0,55.4,0.0
2010-03-17 00:00:00,34.6,24.7,2.3,59.3,0.0
2010-03-18 00:00:00,33.8,24.5,2.4,59.3,0.0
2010-03-19 00:00:00,36.2,24.0,2.2,49.3,0.0
2010-03-20 00:00:00,35.8,24.1,2.4,55.6,0.0
2010-03-21 00:00:00,36.6,23.4,2.3,52.4,0.0
2010-03-22 00:00:00,36.6,24.4,2.4,52.5,0.0
2010-03-23 00:00:00,35.3,24.2,2.4,51.9,0.0
2010-03-24 00:00:00,34.4,25.6,2.7,61.9,0.0
2010-03-25 00:00:00,34.8,25.8,2.5,61.6,0.0
2010-03-26 00:00:00,34.3,25.3,2.5,54.3,0.0
2010-03-27 00:00:00,34.9,24.9,2.9,60.3,0.0
2010-03-28 00:00:00,35.7,26.6,2.9,58.6,0.0
2010-03-29 00:00:00,35.5,26.7,2.7,60.6,0.0
2010-03-30 00:00:00,36.0,27.5,3.2,62.2,0.0
2010-03-31 00:00:00,36.3,28.6,2.9,49.6,0.0
2010-04-01 00:00:00,37.2,28.0,3.3,50.1,0.0
2010-04-02 00:00:00,37.3,27.0,2.9,55.2,0.0
2010-04-03 00:00:00,36.6,27.0,2.6,59.7,0.0
2010-04-04 00:00:00,36.6,27.3,2.3,61.6,0.0
2010-04-05 00:00:00,37.1,26.9,2.0,63.2,0.0
2010-04-06 00:00:00,37.4,26.7,3.2,58.8,0.0
2010-04-07 00:00:00,36.8,27.2,2.8,54.0,0.0
2010-04-08 00:00:00,36.4,27.0,2.2,63.4,0.0
2010-04-09 00:00:00,37.2,27.2,2.3,58.8,0.0
2010-04-10 00:00:00,37.5,27.4,3.1,51.3,0.0
2010-04-11 00:00:00,37.3,27.9,1.6,57.0,0.0
2010-04-12 00:00:00,36.7,28.2,2.8,58.7,0.0
2010-04-13 00:00:00,37.3,29.1,3.2,60.9,0.0
2010-04-14 00:00:00,37.0,29.0,2.7,60.3,0.0
2010-04-15 00:00:00,37.5,28.4,3.1,62.0,0.0
2010-04-16 00:00:00,36.6,28.2,2.5,53.1,0.0
2010-04-17 00:00:00,37.0,26.9,3.0,59.3,0.0
2010-04-18 00:00:00,37.6,28.0,2.9,58.2,0.0
2010-04-19 00:00:00,37.3,28.6,3.3,47.0,0.0
2010-04-20 00:00:00,37.9,29.4,3.4,52.2,0.0
2010-04-21 00:00:00,37.1,26.6,3.5,51.3,13.7
2010-04-22 00:00:00,37.1,27.2,3.1,44.5,0.0
2010-04-23 00:00:00,37.1,28.8,3.2,49.9,0.0
2010-04-24 00:00:00,38.0,27.4,3.1,50.5,0.0
2010-04-25 00:00:00,37.0,27.9,3.0,45.1,0.0
2010-04-26 00:00:00,37.5,27.8,3.4,60.0,0.0
2010-04-27 00:00:00,37.2,27.1,3.0,63.0,0.0
2010-04-28 00:00:00,37.4,27.5,3.1,59.4,0.0
2010-04-29 00:00:00,36.0,28.0,3.4,59.7,0.0
2010-04-30 00:00:00,36.3,28.1,2.9,63.1,0.0
2010-05-01 00:00:00,35.7,28.3,2.4,56.4,0.0
2010-05-02 00:00:00,37.3,27.2,2.6,59.1,0.0
2010-05-03 00:00:00,37.1,28.0,3.0,58.3,0.0
2010-05-04 00:00:00,36.9,27.1,2.7,57.8,5.0
2010-05-05 00:00:00,37.1,27.6,2.6,52.3,0.0
2010-05-06 00:00:00,37.1,28.5,3.0,50.0,0.0
2010-05-07 00:00:00,37.0,27.7,3.3,63.4,0.0
2010-05-08 00:00:00,37.8,28.7,2.7,57.2,0.0
2010-05-09 00:00:00,39.2,29.3,3.2,46.5,0.0
2010-05-10 00:00:00,39.7,29.2,2.9,52.0,0.0
2010-05-11 00:00:00,39.3,29.9,2.8,48.5,0.0
2010-05-12 00:00:00,38.5,30.2,2.7,51.7,0.0
2010-05-13 00:00:00,38.5,29.9,3.0,48.1,0.0
2010-05-14 00:00:00,38.6,29.5,3.2,52.7,0.0
2010-05-15 00:00:00,38.0,29.0,3.0,59.0,0.0
2010-05-16 00:00:00,38.4,29.5,2.7,53.6,0.0
2010-05-17 00:00:00,38.2,29.1,2.6,54.7,0.0
2010-05-18 00:00:00,37.6,28.9,2.6,59.2,19.3
2010-05-19 00:00:00,30.1,26.2,3.1,71.5,33.8
2010-05-20 00:00:00,29.7,26.2,3.1,67.5,33.8
2010-05-21 00:00:00,29.1,25.8,2.4,65.4,21.9
2010-05-22 00:00:00,33.0,25.9,3.6,63.7,5.2
2010-05-23 00:00:00,35.2,28.0,4.2,60.3,11.0
2010-05-24 00:00:00,39.3,28.7,4.6,50.3,0.0
2010-05-25 00:00:00,40.4,30.5,5.4,58.2,0.0
2010-05-26 00:00:00,41.7,30.9,6.4,48.6,0.0
2010-05-27 00:00:00,41.5,30.6,4.9,49.1,0.0
2010-05-28 00:00:00,41.8,30.5,4.7,48.5,0.0
2010-05-29 00:00:00,40.3,30.8,4.2,49.5,0.0
2010-05-30 00:00:00,40.6,31.1,4.7,45.7,0.0
2010-05-31 00:00:00,41.2,30.4,4.2,47.7,0.0
2010-06-01 00:00:00,41.8,30.7,4.2,50.5,0.0
2010-06-02 00:00:00,42.0,30.6,4.4,51.6,0.0
2010-06-03 00:00:00,42.2,30.8,3.9,45.4,0.0
2010-06-04 00:00:00,37.2,30.2,4.1,50.2,0.0
2010-06-05 00:00:00,35.5,28.2,4.5,51.2,7.8
2010-06-06 00:00:00,41.3,29.6,5.2,56.3,0.0
2010-06-07 00:00:00,43.1,30.7,4.8,48.2,0.0
2010-06-08 00:00:00,38.7,28.5,4.6,48.0,0.0
2010-06-09 00:00:00,35.3,28.1,2.4,66.8,12.5
2010-06-10 00:00:00,35.7,27.6,2.9,51.9,0.0
2010-06-11 00:00:00,35.2,27.9,2.9,70.0,10.5
2010-06-12 00:00:00,32.0,26.8,3.1,61.1,19.1
2010-06-13 00:00:00,33.2,26.6,3.0,55.7,12.9
2010-06-14 00:00:00,33.7,26.8,4.4,62.3,12.9
2010-06-15 00:00:00,34.8,26.7,5.3,68.5,4.3
2010-06-16 00:00:00,35.1,26.5,5.0,79.4,7.9
2010-06-17 00:00:00,34.7,28.1,4.9,77.4,5.5
2010-06-18 00:00:00,33.5,26.2,4.2,78.7,0.0
2010-06-19 00:00:00,30.8,26.5,3.2,72.9,21.8
2010-06-20 00:00:00,31.7,25.6,3.4,82.6,16.4
2010-06-21 00:00:00,33.1,27.0,3.9,81.9,4.8
2010-06-22 00:00:00,34.6,28.1,4.6,73.1,0.0
2010-06-23 00:00:00,34.9,29.0,4.3,74.1,6.7
2010-06-24 00:00:00,30.2,27.0,4.6,74.2,11.5
2010-06-25 00:00:00,34.7,27.0,4.3,66.6,0.0
2010-06-26 00:00:00,37.1,28.0,3.8,70.4,5.1
2010-06-27 00:00:00,36.9,28.4,4.1,76.1,0.0
2010-06-28 00:00:00,37.6,28.9,4.1,74.5,0.0
2010-06-29 00:00:00,37.2,28.0,3.9,70.8,0.0
2010-06-30 00:00:00,36.2,26.1,3.8,74.8,25.7
2010-07-01 00:00:00,31.4,26.5,4.0,79.8,8.1
2010-07-02 00:00:00,29.8,25.6,5.0,80.6,12.1
2010-07-03 00:00:00,32.8,27.1,4.3,74.9,8.1
2010-07-04 00:00:00,31.1,26.2,4.3,76.5,4.0
2010-07-05 00:00:00,29.9,24.8,4.0,76.4,24.3
2010-07-06 00:00:00,29.6,24.7,3.4,83.3,0.0
2010-07-07 00:00:00,27.8,25.2,3.5,80.4,41.7
2010-07-08 00:00:00,30.3,24.4,3.2,90.8,0.0
2010-07-09 00:00:00,33.4,26.1,3.5,80.1,0.0
2010-07-10 00:00:00,34.0,26.8,3.2,79.5,13.9
2010-07-11 00:00:00,32.6,28.2,3.8,76.3,0.0
2010-07-12 00:00:00,29.2,25.8,3.1,84.1,28.9
2010-07-13 00:00:00,33.9,26.6,4.1,77.8,8.4
2010-07-14 00:00:00,34.9,28.1,4.0,76.2,0.0
2010-07-15 00:00:00,33.9,28.1,3.5,77.8,0.0
2010-07-16 00:00:00,30.7,26.7,3.5,77.0,17.0
2010-07-17 00:00:00,32.2,26.1,3.2,84.8,0.0
2010-07-18 00:00:00,33.9,26.9,3.6,85.6,0.0
2010-07-19 00:00:00,34.6,27.6,3.7,78.8,11.4
2010-07-20 00:00:00,33.3,26.7,4.2,85.8,11.4
2010-07-21 00:00:00,29.6,25.6,4.3,85.3,18.8
2010-07-22 00:00:00,32.1,26.2,4.7,85.8,6.3
2010-07-23 00:00:00,33.2,26.6,4.2,82.5,6.3
2010-07-24 00:00:00,26.9,25.2,5.0,79.1,43.8
2010-07-25 00:00:00,27.3,24.7,5.9,82.4,37.5
2010-07-26 00:00:00,31.5,26.0,5.6,80.1,0.0
2010-07-27 00:00:00,31.9,26.4,4.6,77.9,0.0
2010-07-28 00:00:00,29.5,25.9,4.1,83.6,15.5
2010-07-29 00:00:00,29.8,25.8,4.2,79.6,7.7
2010-07-30 00:00:00,30.8,25.7,4.8,82.8,7.7
2010-07-31 00:00:00,32.5,25.6,5.1,81.6,7.7
2010-08-01 00:00:00,33.7,26.8,5.2,78.8,0.0
2010-08-02 00:00:00,32.9,27.8,5.2,76.6,4.8
2010-08-03 00:00:00,31.4,27.1,5.2,80.4,12.9
2010-08-04 00:00:00,29.7,26.2,4.7,76.9,21.0
2010-08-05 00:00:00,29.3,25.7,4.5,78.8,9.7
2010-08-06 00:00:00,30.2,25.6,5.5,83.8,0.0
2010-08-07 00:00:00,32.8,25.1,4.1,77.8,0.0
2010-08-08 00:00:00,34.2,26.3,3.3,81.1,0.0
2010-08-09 00:00:00,34.3,26.9,3.4,75.5,8.6
2010-08-10 00:00:00,35.3,27.7,3.4,75.9,0.0
2010-08-11 00:00:00,34.4,28.2,3.2,77.0,0.0
2010-08-12 00:00:00,34.5,27.7,2.7,80.0,15.2
2010-08-13 00:00:00,30.0,26.1,2.9,86.5,42.4
2010-08-14 00:00:00,33.0,26.7,2.7,84.6,9.2
2010-08-15 00:00:00,33.2,27.4,1.7,82.3,21.2
2010-08-16 00:00:00,34.1,27.4,2.2,79.0,6.0
2010-08-17 00:00:00,33.6,27.0,2.4,77.6,18.0
2010-08-18 00:00:00,32.5,26.7,3.5,86.4,6.0
2010-08-19 00:00:00,34.4,27.4,2.7,81.2,24.0
2010-08-20 00:00:00,32.7,26.6,1.9,86.0,17.7
2010-08-21 00:00:00,33.7,27.2,1.7,89.4,0.0
2010-08-22 00:00:00,34.7,25.7,2.4,80.9,0.0
2010-08-23 00:00:00,35.0,27.2,3.1,81.4,0.0
2010-08-24 00:00:00,33.7,26.8,2.3,86.3,0.0
2010-08-25 00:00:00,32.8,26.1,2.7,89.2,13.7
2010-08-26 00:00:00,30.4,26.3,2.0,83.3,34.6
2010-08-27 00:00:00,32.3,26.6,2.9,82.7,17.4
2010-08-28 00:00:00,32.7,27.1,2.9,85.3,11.5
2010-08-29 00:00:00,30.6,25.9,3.5,88.4,31.7
2010-08-30 00:00:00,28.1,24.9,4.5,90.4,25.9
2010-08-31 00:00:00,32.6,24.8,5.0,86.2,5.8
2010-09-01 00:00:00,33.4,27.1,4.7,77.4,10.8
2010-09-02 00:00:00,33.1,27.5,4.2,82.0,0.0
2010-09-03 00:00:00,29.9,25.8,4.1,85.2,40.1
2010-09-04 00:00:00,30.4,24.9,4.5,82.2,0.0
2010-09-05 00:00:00,29.1,25.7,4.8,85.5,0.0
2010-09-06 00:00:00,30.7,25.9,4.4,86.1,9.6
2010-09-07 00:00:00,28.2,25.8,4.3,86.3,22.9
2010-09-08 00:00:00,30.3,25.4,4.5,82.6,6.5
2010-09-09 00:00:00,33.1,26.7,3.9,82.2,0.0
2010-09-10 00:00:00,32.6,25.7,3.3,82.1,6.5
2010-09-11 00:00:00,33.6,25.8,3.0,80.5,5.0
2010-09-12 00:00:00,32.7,25.8,2.8,79.5,11.7
2010-09-13 00:00:00,33.2,25.7,2.4,80.7,8.3
2010-09-14 00:00:00,32.4,25.7,2.6,85.9,8.3
2010-09-15 00:00:00,31.8,25.6,3.0,83.6,23.3
2010-09-16 00:00:00,32.0,26.2,3.3,86.6,4.8
2010-09-17 00:00:00,30.2,25.1,3.4,84.7,26.1
2010-09-18 00:00:00,31.6,25.9,3.2,88.4,6.8
2010-09-19 00:00:00,32.6,25.7,2.8,75.6,9.7
2010-09-20 00:00:00,33.4,26.5,2.7,81.7,3.9
2010-09-21 00:00:00,33.9,26.7,1.1,76.3,0.0
2010-09-22 00:00:00,33.9,26.2,1.3,80.1,0.0
2010-09-23 00:00:00,34.3,27.1,1.5,81.6,0.0
2010-09-24 00:00:00,33.5,26.9,1.6,81.9,12.5
2010-09-25 00:00:00,34.5,26.5,1.6,81.3,6.2
2010-09-26 00:00:00,34.2,26.3,1.7,83.4,0.0
2010-09-27 00:00:00,34.1,26.9,2.4,78.5,10.8
2010-09-28 00:00:00,34.3,26.7,2.4,78.5,0.0
2010-09-29 00:00:00,34.4,26.4,1.8,76.5,10.8
2010-09-30 00:00:00,33.7,26.1,2.2,73.1,0.0
2010-10-01 00:00:00,30.9,25.4,2.4,79.5,21.1
2010-10-02 00:00:00,32.3,25.8,1.4,82.7,15.0
2010-10-03 00:00:00,33.2,25.9,2.1,82.9,0.0
2010-10-04 00:00:00,34.1,26.2,1.5,80.8,10.6
2010-10-05 00:00:00,32.7,26.3,1.8,81.6,40.6
2010-10-06 00:00:00,29.6,25.2,2.4,84.4,49.0
2010-10-07 00:00:00,29.4,26.1,2.8,81.1,31.6
2010-10-08 00:00:00,34.0,25.9,2.2,76.8,0.0
2010-10-09 00:00:00,33.9,26.9,2.0,79.3,0.0
2010-10-10 00:00:00,34.6,27.1,2.4,70.5,0.0
2010-10-11 00:00:00,34.3,26.3,2.5,75.4,13.1
2010-10-12 00:00:00,34.7,25.3,2.3,69.9,0.0
2010-10-13 00:00:00,35.5,25.1,2.0,71.3,0.0
2010-10-14 00:00:00,35.0,24.2,2.5,63.1,0.0
2010-10-15 00:00:00,30.3,24.9,3.1,65.9,19.6
2010-10-16 00:00:00,30.1,24.6,4.1,77.1,0.0
2010-10-17 00:00:00,31.6,25.5,3.5,74.0,0.0
2010-10-18 00:00:00,32.0,26.1,3.0,86.5,17.5
2010-10-19 00:00:00,33.3,25.6,2.2,83.2,0.0
2010-10-20 00:00:00,33.4,25.6,1.5,81.6,0.0
2010-10-21 00:00:00,34.1,26.0,2.0,80.4,0.0
2010-10-22 00:00:00,34.3,26.8,2.2,83.2,0.0
2010-10-23 00:00:00,34.3,25.5,2.3,79.1,28.1
2010-10-24 00:00:00,31.8,25.4,1.6,78.6,39.7
2010-10-25 00:00:00,29.6,25.1,2.2,76.9,23.2
2010-10-26 00:00:00,30.5,24.6,2.2,77.4,16.7
2010-10-27 00:00:00,32.8,24.5,2.7,69.3,0.0
2010-10-28 00:00:00,31.2,24.3,3.0,77.7,8.4
2010-10-29 00:00:00,29.2,23.5,2.3,78.2,37.6
2010-10-30 00:00:00,26.3,23.6,2.6,88.9,50.2
2010-10-31 00:00:00,25.0,23.1,3.1,81.1,46.0
2010-11-01 00:00:00,25.6,23.0,2.7,82.9,27.4
2010-11-02 00:00:00,27.0,23.3,2.6,84.8,31.3
2010-11-03 00:00:00,30.4,24.4,2.4,86.3,0.0
2010-11-04 00:00:00,31.2,24.8,2.1,82.7,0.0
2010-11-05 00:00:00,31.3,24.3,1.8,78.7,13.7
2010-11-06 00:00:00,30.4,23.5,2.2,73.3,9.2
2010-11-07 00:00:00,28.0,23.5,3.6,82.2,18.3
2010-11-08 00:00:00,30.6,25.4,4.2,79.1,0.0
2010-11-09 00:00:00,30.8,24.9,2.6,84.2,0.0
2010-11-10 00:00:00,31.8,25.2,1.8,81.7,9.2
2010-11-11 00:00:00,31.8,25.0,1.6,79.3,0.0
2010-11-12 00:00:00,31.3,24.7,1.7,81.2,4.4
2010-11-13 00:00:00,32.5,24.7,1.6,78.8,5.3
2010-11-14 00:00:00,31.3,25.1,1.6,79.0,5.3
2010-11-15 00:00:00,30.9,24.3,2.0,80.2,0.0
2010-11-16 00:00:00,29.8,24.3,2.4,81.6,6.5
2010-11-17 00:00:00,29.8,24.4,2.9,81.8,0.0
2010-11-18 00:00:00,31.4,24.5,2.5,84.0,0.0
2010-11-19 00:00:00,32.2,24.5,1.8,81.9,0.0
2010-11-20 00:00:00,32.3,24.4,1.6,80.7,0.0
2010-11-21 00:00:00,32.8,24.8,1.9,77.9,0.0
2010-11-22 00:00:00,32.3,24.1,2.3,76.7,0.0
2010-11-23 00:00:00,31.7,23.9,2.3,74.8,0.0
2010-11-24 00:00:00,31.7,25.1,1.9,78.2,0.0
2010-11-25 00:00:00,31.4,24.7,2.0,75.2,0.0
2010-11-26 00:00:00,30.9,22.2,2.1,79.1,0.0
2010-11-27 00:00:00,30.8,22.0,2.1,81.4,2.7
2010-11-28 00:00:00,32.0,22.8,2.2,78.7,0.0
2010-11-29 00:00:00,31.9,23.2,2.0,78.9,4.3
2010-11-30 00:00:00,31.4,23.1,1.9,76.4,0.0
2010-12-01 00:00:00,30.7,23.4,1.7,79.7,0.0
2010-12-02 00:00:00,30.4,24.0,2.3,81.5,0.0
2010-12-03 00:00:00,30.3,22.7,2.4,78.7,0.0
2010-12-04 00:00:00,29.3,21.6,2.2,74.2,5.2
2010-12-05 00:00:00,26.5,22.7,2.9,69.1,15.6
2010-12-06 00:00:00,24.2,20.6,3.3,69.1,13.0
2010-12-07 00:00:00,23.7,21.5,2.8,84.5,20.9
2010-12-08 00:00:00,25.9,22.9,2.6,86.4,2.8
2010-12-09 00:00:00,27.4,23.1,2.3,85.5,0.0
2010-12-10 00:00:00,30.1,22.1,1.3,77.9,0.0
2010-12-11 00:00:00,29.7,22.7,1.2,75.7,0.0
2010-12-12 00:00:00,31.1,22.9,2.1,73.0,0.0
2010-12-13 00:00:00,30.5,23.6,1.4,78.4,0.0
2010-12-14 00:00:00,30.4,23.0,1.4,81.5,0.0
2010-12-15 00:00:00,29.0,22.5,1.8,78.0,0.0
2010-12-16 00:00:00,27.9,20.5,1.7,75.9,0.0
2010-12-17 00:00:00,28.1,19.6,1.4,73.4,0.0
2010-12-18 00:00:00,28.5,16.7,2.0,68.3,0.0
2010-12-19 00:00:00,27.9,16.9,2.7,71.7,0.0
2010-12-20 00:00:00,28.3,17.8,2.4,60.9,0.0
2010-12-21 00:00:00,28.4,16.5,1.8,67.5,0.0
2010-12-22 00:00:00,28.9,15.9,1.2,60.4,0.0
2010-12-23 00:00:00,29.0,17.1,1.6,59.5,0.0
2010-12-24 00:00:00,28.8,18.1,1.7,69.6,0.0
2010-12-25 00:00:00,29.0,18.2,1.6,66.9,0.0
2010-12-26 00:00:00,28.9,18.4,2.1,64.8,0.0
2010-12-27 00:00:00,28.4,18.4,2.1,69.1,0.0
2010-12-28 00:00:00,28.4,18.5,2.3,73.6,0.0
2010-12-29 00:00:00,28.0,19.3,2.0,70.9,0.0
2010-12-30 00:00:00,28.7,19.4,2.1,74.2,0.0
2010-12-31 00:00:00,29.2,19.0,2.2,77.1,0.0
2011-01-01 00:00:00,29.9,20.5,2.2,68.6,0.0
2011-01-02 00:00:00,29.3,20.7,2.2,68.8,0.0
2011-01-03 00:00:00,28.7,22.0,2.9,71.7,0.0
2011-01-04 00:00:00,28.0,21.0,2.4,79.3,0.0
2011-01-05 00:00:00,27.7,19.7,2.6,71.0,0.0
2011-01-06 00:00:00,27.9,17.3,2.6,59.6,0.0
2011-01-07 00:00:00,27.9,16.7,1.9,69.7,0.0
2011-01-08 00:00:00,28.8,18.1,1.7,63.9,0.0
